1789-04-10	12:00	[1789] H. reist mit Kunth von Berlin ab, um in Göttingen an der Universität seine Studien fortzusetzen. Reiseroute: Magdeburg (5 Tage), Besuch der Salzwerke zu Schönebeck, Groß-Salze und Frohse, Herrnhuter-Kolonie Gnadau, Harbke (Veltheimsche Baumzucht), Helmstedt (Besuch bei dem Mathematiker Johann Friedrich Pfaff), Braunschweig (8 Tage; Zusammentreffen mit dem Bruder).
1789-04-25	12:00	[1789] Immatrikulation an der Universität Göttingen. Von Göttingen mehrere Reisen ins Hessische, durch Niedersachsen, in den Harz und ins Eichsfeld.
1789-06-01	12:00	[1789] H. auf dem Brocken (Beleg: Grosse, W.: Die Stammbücher des Wolkensacks, und: Brockenwanderer der Jahre 1809 bis 1849 [nach Auszügen aus dem Wernigeröder Intelligenz- bzw. Wochenblatt]. In: Zeitschrift des Harz-Vereins für Geschichte und Altertumskunde. Jg. 61. 1928, S. 125.)
1789-07-19	12:00	[1789] H. übergibt dem Philosophen Friedrich Heinrich Jacobi in Bad Pyrmont ein Empfehlungsschreiben seines Bruders Wilhelm. Er bleibt 8 Tage.
1789-09-10	12:00	[1789] H. wieder in Göttingen.
1789-09-24	12:00	[1789] H. verläßt Göttingen mit dem holländischen Arzt und Botaniker Steven Jan van Geuns (1767–1795) zu einer „naturhistorischen“ Studienreise. Reiseroute: Kassel, Marburg, Gießen, Frankfurt/Main, Darmstadt, der Bergstraße folgend über Heppenheim und Weinheim bis Heidelberg, Speyer, Bruchsal, Philippsburg, Mannheim, Alzey, Mörsfeld, Besuch von Quecksilberbergwerken in Pfalz-Zweibrücken. Dann nach Mainz, wo sie 8 Tage im Hause Georg Forsters leben, auf dem Rhein bis Bonn, zu Land nach Köln und Pempelfort, wo sie 8 Tage bei Friedrich Heinrich Jacobi verbringen, Duisburg, Münster, Warendorf, Rietberg, Paderborn, Kassel.
1789-12-14	12:00	[1789] H. und sein Bruder treffen sich in Gotha. Sie bleiben zwei Tage im Hause ihres früheren Lehrers Josias Friedrich Christian Löffler, bei dem sie in Frankfurt/Oder gewohnt hatten. H. reist am dritten Tag nach Erfurt weiter.
1789-12-16	12:00	[1789] Ankunft in Erfurt. Verlobung Wilhelm von Humboldts mit Caroline von Dacheröden (1766–1829).
1789-12-18	12:00	[1789] H. reitet nach Göttingen zurück.
1789-12-31	12:00	[1789] H. erkrankt in Göttingen an Masern.
1790-02-14	12:00	[1790] H. schickt den ersten Teil des Manuskripts für das Buch „Mineralogische Beobachtungen über einige Basalte am Rhein“ an den Verleger. Der Rest folgt am 21.2.; das Werk erscheint im gleichen Jahr in Braunschweig.
1790-03-18	12:00	[1790] H., der seine Studien in Göttingen beendet hat, reist nach Mainz.
1790-03-21	12:00	[1790] H. trifft in Mainz bei Georg Forster ein.
1790-03-25	07:00	[1790] Beginn der Reise H.s mit Forster. Reiseroute (Übernachtungsorte, soweit bekannt, kursiv): 7 Uhr Abfahrt mit dem Schiff von Mainz, Eltville, Bingen, Bacharach, Kaub, St. Goar, Boppard (20 Uhr).
1790-03-26	12:00	[1790] Ehrenbreitstein (von hier bis Düsseldorf begleitet sie der Schauspieler August Wilhelm Iffland), bis 13.30 Uhr in Koblenz, Neuwied, Andernach (mineralogische Exkursion).
1790-03-27	04:00	[1790] Abfahrt bald nach 4 Uhr, Basaltbruch gegenüber Unkel (9 Uhr), Bonn, Köln (bis zum Einbruch der Dunkelheit im Dom).
1790-03-28	12:00	[1790] Mit dem Schiff bis Düsseldorf, Aufenthalt in Pempelfort bis zum 30.3. bei F. H. Jacobi.
1790-03-30	12:00	[1790] Besuch der Galerie in Düsseldorf (3 Stunden). Nachts von Pempelfort nach Jülich, Aachen. Aufenthalt dort bis zum 3.4. mit Abstechern nach Vaals und Burtscheid.
1790-04-03	12:00	[1790] Früh Abreise von Aachen nach Clermont, Lüttich. Aufenthalt dort bis zum 5.4.
1790-04-05	12:00	[1790] Lüttich, St. Trond, Tirlemont, Löwen.
1790-04-06	12:00	[1790] Löwen, Mecheln, Vilvoorde, Brüssel.
1790-04-07	12:00	[1790] Stadtbesichtigung von Brüssel.
1790-04-09	12:00	[1790] Exkursion von Brüssel nach Schooneberg,
1790-04-11	12:00	[1790] Weiterfahrt von Brüssel nach Enghien. Besuch bei Herzog Ludwig Engelbert von Aremberg (1750–1820).
1790-04-12	12:00	[1790] Enghien, Ath, Leuze, Tournai, über die französische Grenze nach Pont à Tressain, Lille.
1790-04-13	12:00	[1790] Lille, Armentières, Bailleul, Cassel, Bergen, Dünkirchen.
1790-04-14	12:00	[1790] Dünkirchen, über die französisch-österreichische Grenze, Fürnen.
1790-04-15	12:00	[1790] Fürnen, Nieuwpoort, Ghisiel, Ostende.
1790-04-16	12:00	[1790] Ostende, Jabick, Brügge, Gent.
1790-04-17	12:00	[1790] Gent, Lokeren, St. Nikolas, Antwerpen.
1790-04-18	12:00	[1790] Besichtigung einer Salzsiederei.
1790-04-19	12:00	[1790] Um 4.30 Uhr Abreise von Antwerpen, über die holländische Grenze, Zevenbergen, Moerdyk, Übersetzen über Hollandsch Diep, Weiterreise über Stryen nach Katendrecht (?).
1790-04-20	12:00	[1790] Über die Nieuwe Maas nach Rotterdam.
1790-04-21	12:00	[1790] Rotterdam, Delft, Den Haag, am 21.4. Spaziergang nach Scheveningen.
1790-04-27	12:00	[1790] Abfahrt von Den Haag um Mitternacht (auf dem Schiff geschlafen), an Hartekamp vorbei, Haarlem, mit Kutsche bis Amsterdam. Aufenthalt dort bis zum 1.5.
1790-04-29	12:00	[1790] Ausflug von Amsterdam nach Zaandam.
1790-05-01	05:00	[1790] Um 5 Uhr Abfahrt von Amsterdam, Haarlem, Leiden (22 Uhr). Aufenthalt dort bis zum 4.5.
1790-05-04	12:00	[1790] Leiden, Delft, Maassluis.
1790-05-05	13:00	[1790] Maassluis, über die Maas, Insel Rozenburg, über den anderen Maasarm, Brielle, Hellevoetsluis (13 Uhr). Um 16 Uhr Einschiffung an Bord der „Nancy“ (Fischerboot aus Harwich), Überfahrt nach England.
1790-06-30	12:00	[1790] Reisen in England: London (3.6.), Besuch der Westminster-Abbey, Aufführung des „Messias“ von Georg Friedrich Händel, (5.6.), Westminster Hall, (bei diesem oder dem zweiten Aufenthalt in der Stadt Besuch des botanischen Gartens von Kew), Windsor, Reading, Bath, Bristol (Ankunft 7.6., abends), über Worcester, Droitwich, Gloucester, nach Birmingham (9.–11.6.), über Cheadle und Buxton nach Castleton, Middteton (13.6.), Chatsworth, Matlock (14.6.), über Cromford nach Derby (15.6.), über Buxton, Coventry und Warwick nach Stratford (16.6.), über Shipston und Chapel nach Woodstock (17.6.), über Blenheim nach Oxford (18.–20.6.), H. lernt den letzten Schüler Linnés, Adam Afzelius (1750–1837), kennen. London (27.6.), Dover (28.6.). Überfahrt nach Frankreich: Calais (29.6.), Paris; dort Aufenthalt bis zum 6.7. (Diese Daten sind den Briefen und Berichten Georg Forsters entnommen.)
1790-07-06	12:00	[1790] Abreise von Paris, Livry, Claye, Meaux.
1790-07-07	03:00	[1790] Um 3 Uhr Abreise von Meaux, Marnetal bis Epernay (10 Uhr), Châlons-sur-Marne (16 Uhr).
1790-07-08	12:00	[1790] Châlons-sur-Marne, Clermont-en-Argonne, Verdun.
1790-07-09	12:00	[1790] Verdun, Mauheule, Metz (14.30 Uhr).
1790-07-11	12:00	[1790] Ankunft in Mainz.
1790-07-25	12:00	[1790] H. sendet seine Schrift „Mineralogische Beobachtungen über einige Basalte am Rhein“ an Abraham Gottlob Werner.
1790-07-26	12:00	[1790] Abreise (geplant) von Mainz, Aschaffenburg, Vogelsgebirge, Rhön, Göttingen (B: 10.8.), Hamburg.
1790-08-10	12:00	[1790] H. besucht Georg Christoph Lichtenberg in Göttingen und berichtet ihm von seiner Reise.
1790-08-20	12:00	[1790] H. setzt an der Handelsakademie von Johann Georg Büsch (1728–1800) in Hamburg seine Studien fort.
1790-09-01	12:00	[1790] H. macht eine achttägige Reise zur Insel Helgoland.
1790-10-03	12:00	[1790] H. sendet seine „Mineralogischen Beobachtungen über einige Basalte am Rhein“ an Georg Christoph Lichtenberg.
1791-04-26	12:00	[1791] H. nach Beendigung seiner Studien an der Hamburger Handelsakademie auf der Durchreise nach Berlin in Escheburg.
1791-05-01	12:00	[1791] H. setzt in Berlin seine botanischen Exkursionen mit Karl Ludwig Willdenow fort.
1791-05-14	12:00	[1791] H. bittet um eine Anstellung im preußischen Bergdienst.
1791-06-03	12:00	[1791] H. reist von Berlin ab, um sich nach Freiberg in Sachsen an die dortige Bergakademie zu begeben. Aufenthalt in Dresden.
1791-06-14	12:00	[1791] H. nimmt sein Studium an der Bergakademie in Freiberg (Sachsen) auf.
1791-06-29	12:00	[1791] In Erfurt heiraten Caroline von Dacheröden und Wilhelm von Humboldt. H. reist deshalb am 24.6. nach Thüringen und verbindet die Reise auf Anraten seines Freiberger Lehrers, des Geologen Abraham Gottlob Werner, mit „geognostischen“ Beobachtungen um Naumburg, Bottendorf/Unstrut (Kupferflöze), Bretleben bei Artern, Bad Kösen und Sulza.
1791-07-05	12:00	[1791] Befahrung der Grube „Neu-Beschert-Glück“ in Freiberg (Sachsen).
1791-07-07	12:00	[1791] H. wird auf Vorschlag Karl Theodor Freiherr von Dalbergs außerordentliches Mitglied der „Churfürstlichen Mayntzischen Academie nützlicher Wissenschaften“ zu Erfurt.
1791-08-09	12:00	[1791] H. entdeckt bei einer Grubenbefahrung in Freiberg (in der „Radstube“) einen neuen Gang, der die Trivialbenennung „Humboldter Spat“ erhält.
1791-08-20	12:00	[1791] H. unternimmt (nach dem 9.8.) eine Reise durch das Böhmische Mittelgebirge mit seinem Kommilitonen Johann Karl Freiesleben, mit dem er sich in Freiberg angefreundet hatte. Reiseroute: Freiberg, Frauenstein, Altenberg, Klostergrab, Teplitz/Teplice, Dux /Duchcov, Ossegg, Teplitz, Steinkohlenwerk Kutterschütz/Chuderice bei Bilin/Bílina (zeitweise begleitet sie der Biliner Arzt und Naturforscher Franz Ambros Reuß), Bilin (Flaschenfabrik), Hrobschitz/Hrobcice, Meronitz/Merunice (Granatgruben), Kamaikberg/Kamýk bei Wschechlapp/Vsechlapy, Schelkowitz, Granatenschenke (Granátka), Podseditz/ Podsedice (Granatenschleifereien), Koschow/Chozov, Berge bei Koschow und Werschowitz/Vrsovice, Laun (Erdbrände), an der Eger/Ohre entlang bis Koschtitz/Kostice, Hasenberg/Hazmburk bei Klappay /Klapý, zurück über Trebnitz/Trebnice, Tepley/Teplá, Watislaw/Vlatislav, Milleschau/Milesov, nach Teplitz/ Teplice. Über Zinnwald nach Freiberg (B: 25.8.).
1791-11-25	12:00	[1791] Begegnung mit Leopold von Buch (1774–1853) in Freiberg.
1791-11-27	12:00	[1791] H. reist nach Grünthal (wohl bei Olbernhau im Erzgbirge).
1791-01-01	12:00	[1791] Marie Elisabeth von Humboldt kauft das Gut Falkenberg bei Berlin von einem Oberstleutnant von Lochau. Nach dem Umbau der Dorfkirche läßt sie die sterblichen Überreste ihrer Ehemänner und einer Tochter aus erster Ehe in den im Kirchturm eingerichteten Begräbnisplatz überführen.
1792-02-26	18:00	[1792] H. feiert mit Freunden seinen Studienabschluß in Freiberg. Abreise wohl am selben Tag um 18 Uhr über Meißen nach Berlin.
1792-02-27	12:00	[1792] H. trifft nach Beendigung seines Studiums in Freiberg wieder in Berlin ein.
1792-02-29	12:00	[1792] H. wird Assessor im preußischen Bergdepartement.
1792-03-06	12:00	[1792] H. erhält die am 29.2. ausgefertigte Ernennung zum Assessor cum voto im preußischen Bergdepartement.
1792-03-19	12:00	[1792] 9–12 Uhr Session in der Berg-Administration Berlin.
1792-04-10	12:00	[1792] H. mit dem Reichsfreiherrn Karl vom und zum Stein (1757–1831) und Friedrich Wilhelm Graf von Reden (1752–1815) in Freiberg. Sie fahren am 8.4. von Freiberg über Dresden, Elsterwerda, Annaburg und Beelitz „in 2 Tagen und 1 Nacht“ zurück.
1792-04-10	12:00	[1792] H. trifft in Potsdam ein.
1792-04-11	12:00	[1792] H. wieder in Berlin; an den Wochenenden in Tegel.
1792-06-04	12:00	[1792] H. bricht von Berlin über Tegel (5.6. bei seiner Mutter in Tegel) zu einer fünf- bis sechstägigen Inspektionsreise auf: Linurn (Torfstecherei), Zehdenick (Ziegelei), Rheinsberg (Fayence-Herstellung), dort am 6.6. eingetroffen.
1792-06-12	12:00	[1792] Etwa von diesem Tage an besichtigt H. die Berliner Porzellanmanufaktur.
1792-06-17	12:00	[1792] H. verfasst in Berlin einen Bericht über die Fayence- und Steingutmanufaktur zu Rheinsberg – sein erstes wissenschaftlich-technisches Gutachten.
1792-06-29	12:00	[1792] H. bricht von Berlin zu einer Dienstreise nach Franken auf. Er reist über Zehlendorf und Potsdam nach Erfurt, wartet dort fünf Tage auf ein Commissoriale aus Bayreuth und begibt sich unterdes mit dem Bruder nach Jena (6.7.), von dort über Uhlstädt nach Saalfeld.
1792-06-01	12:00	[1792] H. stellt Versuche über das Leuchten des Holzes und das Keimen der Pflanzen an (Brief an Freiesleben, 5.6.1792).
1792-06-01	12:00	[1792] H. arbeitet über Kristallisation, hat einen Ofen für chemische Experimente gebaut.
1792-07-03	12:00	[1792] H. nimmt an einer Sitzung der „Churfürstlichen Mayntzischen Academie nützlicher Wissenschaften“ zu Erfurt teil.
1792-07-07	12:00	[1792] H. besichtigt in Saalfeld das Wagnersche Blaufarbenwerk und die Zeche „Pelikan“ bei Saalfeld. Er fährt weiter über Schwefelloch bei Schmiedefeld, Kreis Neuhaus, nach Gräfenthal an der Zopte, wo er am 11.7. eintrifft.
1792-07-12	12:00	[1792] H. trifft in Ludwigstadt ein.
1792-07-13	12:00	[1792] Weiterreise über Lehesten (Thüringer Wald), Kreis Lobenstein, Wurzbach, Steben nach Naila.
1792-07-14	12:00	[1792] Grubenbefahrungen in der Nähe von Steben.
1792-07-15	12:00	[1792] H. besichtigt das Loewelsche Vitriolwerk in der „Hölle“, die Gruben im Selbitztal, Höllengrund, Kemlas an der Saale, bei Gottmannsgrün, Berg Hadermannsgrün und auf dem Keilingstein.
1792-07-16	12:00	[1792] H. besichtigt die Roteisenstein-Gruben bei Dürrenwaid, Gruben bei Geroldsgrün, Hochöfen bei Marxgrün, Lichtenberg, Geroldsgrün und Thiemitz.
1792-07-17	12:00	[1792] Weiterreise von Naila über Münchberg ins Goldkronacher Revier.
1792-07-17	12:00	[1792] „Herr Legations-Rath [Wilhelm von Humboldt], und 2) Herr Assesor von [Alexander von] Humboldt aus Berlin“ in Rudolstadt; Quelle: Rudolstädtisches Wochenblatt 1792, 28. Stück vom 17 Julius.
1792-07-20	12:00	[1792] H. reist weiter ins Wunsiedler Revier.
1792-07-23	12:00	[1792] H. in Arzberg.
1792-07-30	12:00	[1792] H. besichtigt die Saline Schwäbisch-Hall.
1792-08-01	12:00	[1792] H. im Vitriol- und Alaunwerk Crailsheim. Besichtigung der Porzellanmanufaktur Bruckberg.
1792-08-26	12:00	[1792] H. erstattet dem Chef des preußischen Bergwesens Friedrich Anton Freiherrn von Heinitz in Bayreuth mündlich Bericht.
1792-09-05	12:00	[1792] H. nimmt an einer Beratung in Ansbach teil, bei der Karl August von Hardenberg (damals Chef der Verwaltung der 1791 an Preußen abgetretenen fränkischen Fürstentümer Ansbach-Bayreuth, später Staatskanzler) und Friedrich Anton von Heinitz (Chef des preußischen Bergbaus) anwesend sind.
1792-09-06	12:00	[1792] H. wird zum Oberbergmeister in den fränkischen Fürstentümern befördert.
1792-09-22	12:00	[1792] H. schließt seinen umfassenden „Bericht über den Zustand des Bergbaus und Hüttenwesens in den Fürstentümern Bayreuth und Ansbach“ ab. Am gleichen Tage verabschiedet er sich in Ansbach von Hardenberg, um zu einer bergmännisch-halurgischen Besichtigungsreise aufzubrechen. Reiseroute: Bayreuth (23.9.), München (29.9.–1.10.), Rosenheim, Traunstein (B: 4.10.), Reichenhall (insges. 12 Tage), Berchtesgaden (B: 12.10.), Hallein (Besichtigung des Salzbergwerkes Hallein-Dürrenberg, B: zwischen 15. und 21.10.), Salzburg, Linz, Wien (27.10.–9.11.). Rückreise durch Mähren (ohne Aufenthalt), Troppau in Schlesien (Opava) (12.11.), Tarnowitz (Tarnowskie Góry) (B: 16.11.–16.12.), Abstecher nach Krakau, Wieliczka (B: 7.12. Besichtigung des Salzbergwerks), Ojców, und wahrscheinlich auch Bochnia. Abreise von Tarnowitz (17.12.) nach Malapane – Breslau (B: 23.12.).
1792-12-31	12:00	[1792] H. hält sich für drei Wochen in Breslau bei Graf von Reden auf und unternimmt eine Exkursion ins Riesengebirge, Waldenburg/Walbrzych, Kupferberg/Miedzianka am Bober.
1793-01-13	12:00	[1793] H. trifft auf Redens Gut Buchwald (bei Schmiedeberg) ein. Rückreise nach Berlin für den 15.1. vorgesehen.
1793-01-20	12:00	[1793] H. wieder in Berlin, wo er vier Monate bleibt.
1793-03-01	12:00	[1793] H. krank, „bettlägerig“.
1793-04-25	12:00	[1793] H. für einige Tage in Schönebeck, um Bauten für das dortige Salinenwesen anzuordnen.
1793-05-10	12:00	[1793] H.s „Florae Fribergensis specimen“ erscheint in Berlin.
1793-05-20	12:00	[1793] H. trifft sich in Berlin mit seinem Bruder Wilhelm, der zu diesem Zweck am 5.5. von Erfurt abgereist ist.
1793-05-20	12:00	[1793] H. in Leipzig bei Freiesleben und Gotthelf Fischer von Waldheim (1771–1853).
1793-05-24	12:00	[1793] H. reist von Berlin nach Bayreuth, um seinen Dienst als Oberbergmeister in Franken anzutreten.
1793-05-25	12:00	[1793] H. auf der Durchreise in Leipzig; er wird Mitglied der dortigen „Linnéischen Societät“.
1793-05-26	12:00	[1793] H. auf der Durchreise in Erfurt. Weiterreise in der Nacht zum 27.5.
1793-05-30	12:00	[1793] H. übergibt in Bayreuth Hardenberg ein Schreiben. Er tritt seinen Dienst als Oberbergmeister an.
1793-06-10	12:00	[1793] H. auf der Goldmühle bei Kronach.
1793-06-20	12:00	[1793] H. wird Mitglied der „Leopoldinisch-Karolinischen Akademie der Naturforscher“.
1793-06-30	12:00	[1793] H. besucht Göttingen (B: 24. und 27.6.).
1793-07-11	12:00	[1793] H. wieder in Steben nach einer Reise u.a. durch Schmalkalden und Kamsdorf. H. nennt zum ersten Male Sibirien als Reiseziel (Brief an Vladimir Jurevic Sojmonov, 11.7.1793).
1793-07-20	12:00	[1793] H. erhält die Kursächsische Prämienmedaille für Kunst und Wissenschaft in Gold für seine dem Kurfürsten Friedrich August III. übersandte „Flora Fribergensis“ (Berlin 1793).
1793-07-30	12:00	[1793] H. in Falkenstein.
1793-08-04	12:00	[1793] H. in Steben.
1793-08-27	12:00	[1793] H. wird zum Mitglied der „Gesellschaft naturforschender Freunde“ in Berlin gewählt.
1793-10-06	12:00	[1793] H. reist von Ansbach nach Crailsheim.
1793-10-07	12:00	[1793] H. besichtigt die Vitriolschiefergrube und das Vitriolwerk in Crailsheim.
1793-10-12	12:00	[1793] H. in Solnhofen an der Donau.
1793-10-21	12:00	[1793] H. rastet auf der Rückreise in Erlangen.
1793-10-24	12:00	[1793] H. in Streitberg.
1793-11-28	12:00	[1793] H. in Goldmühl bei Goldkronach.
1793-11-30	12:00	[1793] H. 14 Tage krank in Bayreuth („Flußfieber und Nervenübel“).
1793-11-30	12:00	[1793] H. errichtet aus eigener Initiative und aus eigenen Mitteln eine freie Bergschule in Steben.
1793-12-12	12:00	[1793] H. in Issigau.
1793-12-19	12:00	[1793] H. in Kaulsdorf.
1793-12-25	12:00	[1793] H. während der Weihnachtsfeiertage in Bayreuth.
1794-01-01	12:00	[1794] H. ist 3 Wochen lang bettlägerig (Fieber).
1794-02-17	12:00	[1794] H. für 9 Tage im Goldkronacher Revier (Generalbefahrung).
1794-02-26	12:00	[1794] H. für 8 Tage im Kaulsdorfer Revier (Generalbefahrung).
1794-03-06	12:00	[1794] H. besucht bis zum 10.3. seinen Bruder Wilhelm in Jena.
1794-03-09	12:00	[1794] Goethe sucht H. in Jena auf.
1794-03-13	12:00	[1794] H. verfasst in Steben ein Promemoria zur Umwandlung der freien Bergschule in eine staatliche Institution.
1794-03-16	12:00	[1794] H. für 9 Tage im Nailaer Revier (Generalbefahrung). Der preußische Offizier Reinhard von Haeften (nach Wegener, Willdenow und Freiesleben der vierte enge Freund H.s) besucht ihn bis zum 22.3. in Steben.
1794-03-26	12:00	[1794] H. hält sich für 6 Tage im Wunsiedler Revier auf (Generalbefahrung).
1794-04-02	12:00	[1794] H. erwähnt seinen Plan einer russisch-sibirischen Reise (Brief an Freiesleben, 2.4.1794).
1794-04-15	12:00	[1794] H. an diesem und am nächsten Tag wiederum in Jena.
1794-05-08	12:00	[1794] H. bricht um den 8.5. von Berlin aus zu einer neuen bergmännisch-halurgischen Reise auf. Reiseroute: Berlin, Kolberg (12.5.), Thorn, Slonsk, Nessau (Nieszawa), Racionzek (Raciazek), Woluszewo, Ciechocinek, Lenczictz (Leczyca), Inowraclaw (Inowroclaw), Strzelno, Tremessen (Trzemeszno), Gnesen (Gniezno), Posen (Poznan), Glogau (Glogów), Prag, Eger, Bayreuth.
1794-06-08	12:00	[1794] H. in Muggendorf.
1794-06-10	12:00	[1794] H. „seit wenigen Tagen“ in Goldkronach.
1794-06-13	12:00	[1794] H. wieder in Bayreuth.
1794-07-07	12:00	[1794] H. in Ansbach.
1794-07-10	12:00	[1794] H. in Ansbach.
1794-07-12	12:00	[1794] H. reist mit Hardenberg über Streitberg, Bayreuth, Ansbach (16.–19.7.) nach Frankfurt/Main.
1794-07-20	12:00	[1794] H. und Hardenberg treffen in Frankfurt/Main ein. H. folgt eine Zeitlang, teilweise in Begleitung Hardenbergs, mit diplomatischen Aufträgen dem Feldmarschall Wichard Joachim Heinrich Graf von Möllendorf, Oberbefehlshaber der preußischen Armee am Rhein, und berührt dabei u.a. Monzernheim, Dahlheim (5.8.), Nieder-Flörsheim (6.8.) und Koblenz.
1794-08-01	12:00	[1794] H. in Cleve.
1794-08-08	12:00	[1794] H. in Frankfurt/Main.
1794-08-17	12:00	[1794] H. reist nach Westfalen und den Niederlanden ab; er wird auf der Reise zeitweilig durch von Haeften begleitet, dessen Familienbesitz im Clevischen liegt.
1794-08-30	12:00	[1794] H. in Erprath bei Xanten.
1794-09-10	12:00	[1794] H. im englischen Hauptquartier in Uden (Brabant).
1794-09-14	12:00	[1794] H. reist in die Grafschaft Altenkirchen ab.
1794-09-19	12:00	[1794] H. in Altenkirchen. Er hält 14 Tage Generalbefahrung in der Grafschaft Sayn-Altenkirchen.
1794-10-10	12:00	[1794] H. an diesem und am folgenden Tage in Frankfurt/Main.
1794-10-15	12:00	[1794] H. in Mainz.
1794-10-16	12:00	[1794] H. besucht das Hauptquartier des Feldmarschalls Graf Möllendorf in Wörrstadt.
1794-10-17	12:00	[1794] Rückkehr H.s von Mainz nach Frankfurt/Main.
1794-12-01	12:00	[1794] H. in der Eifel (am Laacher See).
1794-11-08	12:00	[1794] H. wieder in Bayreuth.
1794-11-12	12:00	[1794] H. bis 21.11. in Goldkronach (Generalbefahrung).
1794-11-21	12:00	[1794] H. in Bayreuth.
1794-12-10	12:00	[1794] H. in Steben. Er reist von dort zur Generalbefahrung nach Kaulsdorf und Lauenstein.
1794-12-14	12:00	[1794] H. weilt bis zum 19.12. zu Besuch in Jena. Zusammentreffen mit Goethe und Schiller. Am 20.12. will H. bis Kaulsdorf und Lauenstein, am 21.12. bis Steben reiten.
1794-12-24	12:00	[1794] H. in Steben.
1795-01-27	12:00	[1795] H. in Bayreuth.
1795-01-29	12:00	[1795] H. in Berneck, reitet am 30.1. nach Bayreuth zurück.
1795-02-03	12:00	[1795] H. wird die Leitung des schlesischen Bergbaus angetragen; er lehnt am 27.2. ab.
1795-02-05	12:00	[1795] H. wieder in Berneck.
1795-02-14	12:00	[1795] H. kehrt nach Bayreuth zurück.
1795-02-27	12:00	[1795] H. in Steinach/Fichtelgebirge.
1795-03-03	12:00	[1795] H. wieder in Bayreuth.
