H0015140	1789-09-10	H. wieder in Göttingen.	[Göttingen]	[]	[]
H0015141	1789-09-24	H. verläßt Göttingen mit dem holländischen Arzt und Botaniker Steven Jan van Geuns (1767–1795) zu einer „naturhistorischen“ Studienreise. Reiseroute: Kassel, Marburg, Gießen, Frankfurt/Main, Darmstadt, der Bergstraße folgend über Heppenheim und Weinheim bis Heidelberg, Speyer, Bruchsal, Philippsburg, Mannheim, Alzey, Mörsfeld, Besuch von Quecksilberbergwerken in Pfalz-Zweibrücken. Dann nach Mainz, wo sie 8 Tage im Hause Georg Forsters leben, auf dem Rhein bis Bonn, zu Land nach Köln und Pempelfort, wo sie 8 Tage bei Friedrich Heinrich Jacobi verbringen, Duisburg, Münster, Warendorf, Rietberg, Paderborn, Kassel.	[Alzey, Bonn, Bruchsal, Darmstadt, Duisburg, Frankfurt/Main, Gießen, Göttingen, Heidelberg, Heppenheim, Kassel, Köln, Mainz, Mannheim, Marburg, Mörsfeld, Münster, Paderborn, Pempelfort, Rhein, Speyer, Warendorf, Weinheim]	[Friedrich Heinrich Jacobi, Georg Forsters, Steven Jan van Geuns]	[]
H0015142	1789-12-14	H. und sein Bruder treffen sich in Gotha. Sie bleiben zwei Tage im Hause ihres früheren Lehrers Josias Friedrich Christian Löffler, bei dem sie in Frankfurt/Oder gewohnt hatten. H. reist am dritten Tag nach Erfurt weiter.	[Erfurt, Frankfurt/Oder, Gotha]	[Bruder, Josias Friedrich Christian Löffler]	[]
H0015143	1789-12-16	Ankunft in Erfurt. Verlobung Wilhelm von Humboldts mit Caroline von Dacheröden (1766–1829).	[Erfurt]	[Caroline von Dacheröden, Wilhelm von Humboldts]	[]
H0015144	1789-12-18	H. reitet nach Göttingen zurück.	[Göttingen]	[]	[]
H0015145	1789-12-31	H. erkrankt in Göttingen an Masern.	[Göttingen]	[]	[]
H0015094	1790-02-14	H. schickt den ersten Teil des Manuskripts für das Buch „Mineralogische Beobachtungen über einige Basalte am Rhein“ an den Verleger. Der Rest folgt am 21.2.; das Werk erscheint im gleichen Jahr in Braunschweig.	[Braunschweig, Rhein]	[]	[]
H0015095	1790-03-18	H., der seine Studien in Göttingen beendet hat, reist nach Mainz.	[Göttingen, Mainz]	[]	[]
H0015096	1790-03-21	H. trifft in Mainz bei Georg Forster ein.	[Mainz]	[Georg Forster]	[]
H0015097	1790-03-25	Beginn der Reise H.s mit Forster. Reiseroute (Übernachtungsorte, soweit bekannt, kursiv): 7 Uhr Abfahrt mit dem Schiff von Mainz, Eltville, Bingen, Bacharach, Kaub, St. Goar, Boppard (20 Uhr).	[Bacharach, Bingen, Boppard, Eltville, Kaub, Mainz]	[Forster, Goar]	[]
H0015098	1790-03-26	Ehrenbreitstein (von hier bis Düsseldorf begleitet sie der Schauspieler August Wilhelm Iffland), bis 13.30 Uhr in Koblenz, Neuwied, Andernach (mineralogische Exkursion).	[Andernach, Düsseldorf, Ehrenbreitstein, Koblenz, Neuwied]	[August Wilhelm Iffland]	[]
H0015099	1790-03-27	Abfahrt bald nach 4 Uhr, Basaltbruch gegenüber Unkel (9 Uhr), Bonn, Köln (bis zum Einbruch der Dunkelheit im Dom).	[Bonn, Köln, Unkel]	[]	[]
H0015100	1790-03-28	Mit dem Schiff bis Düsseldorf, Aufenthalt in Pempelfort bis zum 30.3. bei F. H. Jacobi.	[Düsseldorf, Pempelfort]	[F. H. Jacobi]	[]
H0015101	1790-03-30	Besuch der Galerie in Düsseldorf (3 Stunden). Nachts von Pempelfort nach Jülich, Aachen. Aufenthalt dort bis zum 3.4. mit Abstechern nach Vaals und Burtscheid.	[Aachen, Düsseldorf, Pempelfort]	[]	[]
H0015102	1790-04-03	Früh Abreise von Aachen nach Clermont, Lüttich. Aufenthalt dort bis zum 5.4.	[Aachen]	[]	[]
H0015103	1790-04-05	Lüttich, St. Trond, Tirlemont, Löwen.	[]	[]	[]
H0015104	1790-04-06	Löwen, Mecheln, Vilvoorde, Brüssel.	[Brüssel]	[]	[]
H0015105	1790-04-07	Stadtbesichtigung von Brüssel.	[Brüssel]	[]	[]
H0015106	1790-04-09	Exkursion von Brüssel nach Schooneberg,	[Brüssel]	[]	[]
H0015107	1790-04-11	Weiterfahrt von Brüssel nach Enghien. Besuch bei Herzog Ludwig Engelbert von Aremberg (1750–1820).	[Brüssel]	[Herzog Ludwig Engelbert von Aremberg]	[]
H0015108	1790-04-12	Enghien, Ath, Leuze, Tournai, über die französische Grenze nach Pont à Tressain, Lille.	[]	[]	[]
H0015109	1790-04-13	Lille, Armentières, Bailleul, Cassel, Bergen, Dünkirchen.	[Dünkirchen]	[]	[]
H0015110	1790-04-14	Dünkirchen, über die französisch-österreichische Grenze, Fürnen.	[Dünkirchen]	[]	[]
H0015111	1790-04-15	Fürnen, Nieuwpoort, Ghisiel, Ostende.	[]	[]	[]
H0015112	1790-04-16	Ostende, Jabick, Brügge, Gent.	[Gent]	[]	[]
H0015113	1790-04-17	Gent, Lokeren, St. Nikolas, Antwerpen.	[Antwerpen, Gent]	[]	[]
H0015114	1790-04-18	Besichtigung einer Salzsiederei.	[]	[]	[]
H0015115	1790-04-19	Um 4.30 Uhr Abreise von Antwerpen, über die holländische Grenze, Zevenbergen, Moerdyk, Übersetzen über Hollandsch Diep, Weiterreise über Stryen nach Katendrecht (?).	[Antwerpen]	[]	[]
H0015116	1790-04-20	Über die Nieuwe Maas nach Rotterdam.	[Rotterdam]	[]	[]
H0015117	1790-04-21	Rotterdam, Delft, Den Haag, am 21.4. Spaziergang nach Scheveningen.	[Rotterdam]	[]	[]
H0015118	1790-04-27	Abfahrt von Den Haag um Mitternacht (auf dem Schiff geschlafen), an Hartekamp vorbei, Haarlem, mit Kutsche bis Amsterdam. Aufenthalt dort bis zum 1.5.	[Amsterdam, Haarlem]	[]	[]
H0015119	1790-04-29	Ausflug von Amsterdam nach Zaandam.	[Amsterdam]	[]	[]
H0015120	1790-05-01	Um 5 Uhr Abfahrt von Amsterdam, Haarlem, Leiden (22 Uhr). Aufenthalt dort bis zum 4.5.	[Amsterdam, Haarlem, Leiden]	[]	[]
H0015121	1790-05-04	Leiden, Delft, Maassluis.	[Leiden]	[]	[]
H0015122	1790-05-05	Maassluis, über die Maas, Insel Rozenburg, über den anderen Maasarm, Brielle, Hellevoetsluis (13 Uhr). Um 16 Uhr Einschiffung an Bord der „Nancy“ (Fischerboot aus Harwich), Überfahrt nach England.	[England]	[]	[]
H0015123	1790-06-30	Reisen in England: London (3.6.), Besuch der Westminster-Abbey, Aufführung des „Messias“ von Georg Friedrich Händel, (5.6.), Westminster Hall, (bei diesem oder dem zweiten Aufenthalt in der Stadt Besuch des botanischen Gartens von Kew), Windsor, Reading, Bath, Bristol (Ankunft 7.6., abends), über Worcester, Droitwich, Gloucester, nach Birmingham (9.–11.6.), über Cheadle und Buxton nach Castleton, Middteton (13.6.), Chatsworth, Matlock (14.6.), über Cromford nach Derby (15.6.), über Buxton, Coventry und Warwick nach Stratford (16.6.), über Shipston und Chapel nach Woodstock (17.6.), über Blenheim nach Oxford (18.–20.6.), H. lernt den letzten Schüler Linnés, Adam Afzelius (1750–1837), kennen. London (27.6.), Dover (28.6.). Überfahrt nach Frankreich: Calais (29.6.), Paris; dort Aufenthalt bis zum 6.7. (Diese Daten sind den Briefen und Berichten Georg Forsters entnommen.)	[Bath, Castleton, England, Frankreich, London, Matlock, Oxford, Paris, Windsor]	[Adam Afzelius, Georg Forsters, Georg Friedrich Händel, Linnés]	[]
H0015124	1790-07-06	Abreise von Paris, Livry, Claye, Meaux.	[Paris]	[]	[]
H0015125	1790-07-07	Um 3 Uhr Abreise von Meaux, Marnetal bis Epernay (10 Uhr), Châlons-sur-Marne (16 Uhr).	[]	[]	[]
H0015126	1790-07-08	Châlons-sur-Marne, Clermont-en-Argonne, Verdun.	[]	[]	[]
H0015127	1790-07-09	Verdun, Mauheule, Metz (14.30 Uhr).	[Metz]	[]	[]
H0015128	1790-07-11	Ankunft in Mainz.	[Mainz]	[]	[]
H0015129	1790-07-25	H. sendet seine Schrift „Mineralogische Beobachtungen über einige Basalte am Rhein“ an Abraham Gottlob Werner.	[Rhein]	[Abraham Gottlob Werner]	[]
H0015130	1790-07-26	Abreise (geplant) von Mainz, Aschaffenburg, Vogelsgebirge, Rhön, Göttingen (B: 10.8.), Hamburg.	[Aschaffenburg, Göttingen, Hamburg, Mainz, Rhön]	[]	[]
H0015131	1790-08-10	H. besucht Georg Christoph Lichtenberg in Göttingen und berichtet ihm von seiner Reise.	[Göttingen]	[Georg Christoph Lichtenberg]	[]
H0015132	1790-08-20	H. setzt an der Handelsakademie von Johann Georg Büsch (1728–1800) in Hamburg seine Studien fort.	[Hamburg]	[Johann Georg Büsch]	[]
H0015133	1790-09	H. macht eine achttägige Reise zur Insel Helgoland.	[]	[]	[]
H0015134	1790-10-03	H. sendet seine „Mineralogischen Beobachtungen über einige Basalte am Rhein“ an Georg Christoph Lichtenberg.	[Rhein]	[Georg Christoph Lichtenberg]	[]
H0015081	1791-04-26	H. nach Beendigung seiner Studien an der Hamburger Handelsakademie auf der Durchreise nach Berlin in Escheburg.	[Berlin]	[]	[]
H0015082	1791-05	H. setzt in Berlin seine botanischen Exkursionen mit Karl Ludwig Willdenow fort.	[Berlin]	[Karl Ludwig Willdenow]	[]
H0015083	1791-05-14	H. bittet um eine Anstellung im preußischen Bergdienst.	[]	[]	[]
H0015084	1791-06-03	H. reist von Berlin ab, um sich nach Freiberg in Sachsen an die dortige Bergakademie zu begeben. Aufenthalt in Dresden.	[Berlin, Dresden, Freiberg, Sachsen]	[]	[]
H0015085	1791-06-14	H. nimmt sein Studium an der Bergakademie in Freiberg (Sachsen) auf.	[Sachsen]	[]	[]
H0015086	1791-06-29	In Erfurt heiraten Caroline von Dacheröden und Wilhelm von Humboldt. H. reist deshalb am 24.6. nach Thüringen und verbindet die Reise auf Anraten seines Freiberger Lehrers, des Geologen Abraham Gottlob Werner, mit „geognostischen“ Beobachtungen um Naumburg, Bottendorf/Unstrut (Kupferflöze), Bretleben bei Artern, Bad Kösen und Sulza.	[Erfurt, Thüringen]	[Abraham Gottlob Werner, Caroline von Dacheröden, Wilhelm von Humboldt]	[]
H0015087	1791-07-05	Befahrung der Grube „Neu-Beschert-Glück“ in Freiberg (Sachsen).	[Freiberg, Sachsen]	[]	[]
H0015088	1791-07-07	H. wird auf Vorschlag Karl Theodor Freiherr von Dalbergs außerordentliches Mitglied der „Churfürstlichen Mayntzischen Academie nützlicher Wissenschaften“ zu Erfurt.	[Erfurt]	[Karl Theodor Freiherr von Dalbergs]	[]
H0015089	1791-08-09	H. entdeckt bei einer Grubenbefahrung in Freiberg (in der „Radstube“) einen neuen Gang, der die Trivialbenennung „Humboldter Spat“ erhält.	[Freiberg]	[]	[]
H0015090	1791-08-20	H. unternimmt (nach dem 9.8.) eine Reise durch das Böhmische Mittelgebirge mit seinem Kommilitonen Johann Karl Freiesleben, mit dem er sich in Freiberg angefreundet hatte. Reiseroute: Freiberg, Frauenstein, Altenberg, Klostergrab, Teplitz/Teplice, Dux /Duchcov, Ossegg, Teplitz, Steinkohlenwerk Kutterschütz/Chuderice bei Bilin/Bílina (zeitweise begleitet sie der Biliner Arzt und Naturforscher Franz Ambros Reuß), Bilin (Flaschenfabrik), Hrobschitz/Hrobcice, Meronitz/Merunice (Granatgruben), Kamaikberg/Kamýk bei Wschechlapp/Vsechlapy, Schelkowitz, Granatenschenke (Granátka), Podseditz/ Podsedice (Granatenschleifereien), Koschow/Chozov, Berge bei Koschow und Werschowitz/Vrsovice, Laun (Erdbrände), an der Eger/Ohre entlang bis Koschtitz/Kostice, Hasenberg/Hazmburk bei Klappay /Klapý, zurück über Trebnitz/Trebnice, Tepley/Teplá, Watislaw/Vlatislav, Milleschau/Milesov, nach Teplitz/ Teplice. Über Zinnwald nach Freiberg (B: 25.8.).	[Bilin, Freiberg, Teplice, Teplitz]	[Franz Ambros Reuß, Johann Karl Freiesleben]	[]
H0015091	1791-11-25	Begegnung mit Leopold von Buch (1774–1853) in Freiberg.	[Freiberg]	[Leopold von Buch]	[]
H0015092	1791-11-27	H. reist nach Grünthal (wohl bei Olbernhau im Erzgbirge).	[]	[]	[]
H0015093	1791	Marie Elisabeth von Humboldt kauft das Gut Falkenberg bei Berlin von einem Oberstleutnant von Lochau. Nach dem Umbau der Dorfkirche läßt sie die sterblichen Überreste ihrer Ehemänner und einer Tochter aus erster Ehe in den im Kirchturm eingerichteten Begräbnisplatz überführen.	[Berlin]	[Marie Elisabeth von Humboldt]	[]
H0002695	1792-02-26	H. feiert mit Freunden seinen Studienabschluß in Freiberg. Abreise wohl am selben Tag um 18 Uhr über Meißen nach Berlin.	[Berlin, Freiberg, Meißen]	[]	[]
H0002696	1792-02-27	H. trifft nach Beendigung seines Studiums in Freiberg wieder in Berlin ein.	[Berlin, Freiberg]	[]	[]
H0002697	1792-02-29	H. wird Assessor im preußischen Bergdepartement.	[]	[]	[]
H0002698	1792-03-06	H. erhält die am 29.2. ausgefertigte Ernennung zum Assessor cum voto im preußischen Bergdepartement.	[]	[]	[]
H0002699	1792-03-19	9–12 Uhr Session in der Berg-Administration Berlin.	[Berlin]	[]	[]
H0002700	1792-04-10	H. mit dem Reichsfreiherrn Karl vom und zum Stein (1757–1831) und Friedrich Wilhelm Graf von Reden (1752–1815) in Freiberg. Sie fahren am 8.4. von Freiberg über Dresden, Elsterwerda, Annaburg und Beelitz „in 2 Tagen und 1 Nacht“ zurück.	[Dresden, Freiberg]	[Friedrich Wilhelm Graf von Reden, Reichsfreiherrn Karl vom und zum Stein]	[]
H0002701	1792-04-10	H. trifft in Potsdam ein.	[Potsdam]	[]	[]
H0002702	1792-04-11	H. wieder in Berlin; an den Wochenenden in Tegel.	[Berlin, Tegel]	[]	[]
H0002703	1792-06-04	H. bricht von Berlin über Tegel (5.6. bei seiner Mutter in Tegel) zu einer fünf- bis sechstägigen Inspektionsreise auf: Linurn (Torfstecherei), Zehdenick (Ziegelei), Rheinsberg (Fayence-Herstellung), dort am 6.6. eingetroffen.	[Berlin, Tegel]	[Mutter]	[]
H0002704	1792-06-12	Etwa von diesem Tage an besichtigt H. die Berliner Porzellanmanufaktur.	[]	[]	[]
H0002705	1792-06-17	H. verfasst in Berlin einen Bericht über die Fayence- und Steingutmanufaktur zu Rheinsberg – sein erstes wissenschaftlich-technisches Gutachten.	[Berlin]	[]	[]
H0002706	1792-06-29	H. bricht von Berlin zu einer Dienstreise nach Franken auf. Er reist über Zehlendorf und Potsdam nach Erfurt, wartet dort fünf Tage auf ein Commissoriale aus Bayreuth und begibt sich unterdes mit dem Bruder nach Jena (6.7.), von dort über Uhlstädt nach Saalfeld.	[Bayreuth, Berlin, Erfurt, Jena, Potsdam]	[]	[]
H0002707	1792-06	H. stellt Versuche über das Leuchten des Holzes und das Keimen der Pflanzen an (Brief an Freiesleben, 5.6.1792).	[]	[Freiesleben]	[]
H0002708	1792-06	H. arbeitet über Kristallisation, hat einen Ofen für chemische Experimente gebaut.	[]	[]	[]
H0002709	1792-07-03	H. nimmt an einer Sitzung der „Churfürstlichen Mayntzischen Academie nützlicher Wissenschaften“ zu Erfurt teil.	[Erfurt]	[]	[]
H0002710	1792-07-07	H. besichtigt in Saalfeld das Wagnersche Blaufarbenwerk und die Zeche „Pelikan“ bei Saalfeld. Er fährt weiter über Schwefelloch bei Schmiedefeld, Kreis Neuhaus, nach Gräfenthal an der Zopte, wo er am 11.7. eintrifft.	[]	[]	[]
H0002711	1792-07-12	H. trifft in Ludwigstadt ein.	[]	[]	[]
H0002712	1792-07-13	Weiterreise über Lehesten (Thüringer Wald), Kreis Lobenstein, Wurzbach, Steben nach Naila.	[Naila]	[]	[]
H0002713	1792-07-14	Grubenbefahrungen in der Nähe von Steben.	[]	[]	[]
H0002714	1792-07-15	H. besichtigt das Loewelsche Vitriolwerk in der „Hölle“, die Gruben im Selbitztal, Höllengrund, Kemlas an der Saale, bei Gottmannsgrün, Berg Hadermannsgrün und auf dem Keilingstein.	[Saale]	[]	[]
H0002715	1792-07-16	H. besichtigt die Roteisenstein-Gruben bei Dürrenwaid, Gruben bei Geroldsgrün, Hochöfen bei Marxgrün, Lichtenberg, Geroldsgrün und Thiemitz.	[]	[]	[]
H0002716	1792-07-17	Weiterreise von Naila über Münchberg ins Goldkronacher Revier.	[Goldkronacher Revier, Naila]	[]	[]
H0002717	1792-07-17	„Herr Legations-Rath [Wilhelm von Humboldt], und 2) Herr Assesor von [Alexander von] Humboldt aus Berlin“ in Rudolstadt; Quelle: Rudolstädtisches Wochenblatt 1792, 28. Stück vom 17 Julius.	[Berlin]	[Wilhelm von Humboldt]	[]
H0002718	1792-07-20	H. reist weiter ins Wunsiedler Revier.	[Wunsiedler Revier]	[]	[]
H0002719	1792-07-23	H. in Arzberg.	[Arzberg]	[]	[]
H0002720	1792-07-30	H. besichtigt die Saline Schwäbisch-Hall.	[Schwäbisch-Hall]	[]	[]
H0002721	1792-08-01	H. im Vitriol- und Alaunwerk Crailsheim. Besichtigung der Porzellanmanufaktur Bruckberg.	[Bruckberg]	[]	[]
H0002722	1792-08-26	H. erstattet dem Chef des preußischen Bergwesens Friedrich Anton Freiherrn von Heinitz in Bayreuth mündlich Bericht.	[Bayreuth]	[Friedrich Anton Freiherrn von Heinitz]	[]
H0002723	1792-09-05	H. nimmt an einer Beratung in Ansbach teil, bei der Karl August von Hardenberg (damals Chef der Verwaltung der 1791 an Preußen abgetretenen fränkischen Fürstentümer Ansbach-Bayreuth, später Staatskanzler) und Friedrich Anton von Heinitz (Chef des preußischen Bergbaus) anwesend sind.	[Ansbach]	[Friedrich Anton von Heinitz, Karl August von Hardenberg]	[]
H0002724	1792-09-06	H. wird zum Oberbergmeister in den fränkischen Fürstentümern befördert.	[]	[]	[]
H0002725	1792-09-22	H. schließt seinen umfassenden „Bericht über den Zustand des Bergbaus und Hüttenwesens in den Fürstentümern Bayreuth und Ansbach“ ab. Am gleichen Tage verabschiedet er sich in Ansbach von Hardenberg, um zu einer bergmännisch-halurgischen Besichtigungsreise aufzubrechen. Reiseroute: Bayreuth (23.9.), München (29.9.–1.10.), Rosenheim, Traunstein (B: 4.10.), Reichenhall (insges. 12 Tage), Berchtesgaden (B: 12.10.), Hallein (Besichtigung des Salzbergwerkes Hallein-Dürrenberg, B: zwischen 15. und 21.10.), Salzburg, Linz, Wien (27.10.–9.11.). Rückreise durch Mähren (ohne Aufenthalt), Troppau in Schlesien (Opava) (12.11.), Tarnowitz (Tarnowskie Góry) (B: 16.11.–16.12.), Abstecher nach Krakau, Wieliczka (B: 7.12. Besichtigung des Salzbergwerks), Ojców, und wahrscheinlich auch Bochnia. Abreise von Tarnowitz (17.12.) nach Malapane – Breslau (B: 23.12.).	[Ansbach, Bayreuth, Berchtesgaden, Bochnia, Breslau, Hallein, Krakau, Linz, Mähren, München, Ojców, Reichenhall, Salzburg, Schlesien, Tarnowitz, Tarnowskie Góry, Wieliczka, Wien]	[Hardenberg]	[]
H0002726	1792-12-31	H. hält sich für drei Wochen in Breslau bei Graf von Reden auf und unternimmt eine Exkursion ins Riesengebirge, Waldenburg/Walbrzych, Kupferberg/Miedzianka am Bober.	[Breslau, Kupferberg, Riesengebirge]	[Graf von Reden]	[]
H0002665	1793-01-13	H. trifft auf Redens Gut Buchwald (bei Schmiedeberg) ein. Rückreise nach Berlin für den 15.1. vorgesehen.	[Berlin]	[Redens]	[]
H0002666	1793-01-20	H. wieder in Berlin, wo er vier Monate bleibt.	[Berlin]	[]	[]
H0002667	1793-03	H. krank, „bettlägerig“.	[]	[]	[]
H0002668	1793-04-25	H. für einige Tage in Schönebeck, um Bauten für das dortige Salinenwesen anzuordnen.	[Schönebeck]	[]	[]
H0002669	1793-05-10	H.s „Florae Fribergensis specimen“ erscheint in Berlin.	[Berlin]	[]	[]
H0002670	1793-05-20	H. trifft sich in Berlin mit seinem Bruder Wilhelm, der zu diesem Zweck am 5.5. von Erfurt abgereist ist.	[Berlin, Erfurt]	[Wilhelm]	[]
H0002671	1793-05-20	H. in Leipzig bei Freiesleben und Gotthelf Fischer von Waldheim (1771–1853).	[Leipzig]	[Freiesleben, Gotthelf Fischer von Waldheim]	[]
H0002672	1793-05-24	H. reist von Berlin nach Bayreuth, um seinen Dienst als Oberbergmeister in Franken anzutreten.	[Bayreuth, Berlin]	[]	[]
H0002673	1793-05-25	H. auf der Durchreise in Leipzig; er wird Mitglied der dortigen „Linnéischen Societät“.	[Leipzig]	[]	[]
H0002674	1793-05-26	H. auf der Durchreise in Erfurt. Weiterreise in der Nacht zum 27.5.	[Erfurt]	[]	[]
H0002675	1793-05-30	H. übergibt in Bayreuth Hardenberg ein Schreiben. Er tritt seinen Dienst als Oberbergmeister an.	[]	[Hardenberg]	[]
H0002676	1793-06-10	H. auf der Goldmühle bei Kronach.	[]	[]	[]
H0002677	1793-06-20	H. wird Mitglied der „Leopoldinisch-Karolinischen Akademie der Naturforscher“.	[]	[]	[]
H0002678	1793-06-30	H. besucht Göttingen (B: 24. und 27.6.).	[Göttingen]	[]	[]
